date,county,pm10_ugm3
2021-02-24,Madera,31.0
2021-02-24,San Joaquin,27.666666666666668
2021-02-24,Stanislaus,25.0
2021-02-24,Tulare,48.0
2021-02-25,Fresno,50.0
2021-02-25,Kern,37.2
2021-02-25,Kings,40.0
2021-02-25,Madera,38.0
2021-02-25,San Joaquin,18.0
2021-02-25,Stanislaus,20.0
2021-02-25,Tulare,56.0
2021-02-26,Fresno,34.0
2021-02-26,Kern,36.2
2021-02-26,Kings,47.333333333333336
2021-02-26,Madera,32.0
2021-02-26,San Joaquin,25.0
2021-02-26,Stanislaus,33.0
2021-02-26,Tulare,50.0
2021-02-27,Fresno,19.5
2021-02-27,Kern,36.0
2021-02-27,Kings,74.25
2021-02-27,Madera,26.0
2021-02-27,Merced,19.0
2021-02-27,San Joaquin,15.333333333333334
2021-02-27,Stanislaus,22.0
2021-02-27,Tulare,36.0
2021-02-28,Fresno,26.333333333333332
2021-02-28,Kern,20.0
2021-02-28,Kings,34.0
2021-02-28,Madera,27.0
2021-02-28,San Joaquin,15.0
2021-02-28,Stanislaus,26.0
2021-02-28,Tulare,32.0
2021-03-01,Fresno,35.0
2021-03-01,Kern,14.4
2021-03-01,Kings,41.666666666666664
2021-03-01,Madera,27.0
2021-03-01,San Joaquin,33.666666666666664
2021-03-01,Stanislaus,35.0
2021-03-01,Tulare,31.0
2021-03-02,Fresno,36.0
2021-03-02,Kern,22.0
2021-03-02,Kings,44.666666666666664
2021-03-02,Madera,29.0
2021-03-02,San Joaquin,32.666666666666664
2021-03-02,Stanislaus,32.0
2021-03-02,Tulare,32.0
2021-03-03,Fresno,51.333333333333336
2021-03-03,Kern,32.2
2021-03-03,Kings,47.333333333333336
2021-03-03,Madera,43.0
2021-03-03,San Joaquin,30.666666666666668
2021-03-03,Stanislaus,39.0
2021-03-03,Tulare,48.0
2021-03-04,Fresno,35.666666666666664
2021-03-04,Kern,28.0
2021-03-04,Kings,47.666666666666664
2021-03-04,Madera,31.0
2021-03-04,San Joaquin,34.0
2021-03-04,Stanislaus,39.0
2021-03-04,Tulare,38.0
2021-03-05,Fresno,46.0
2021-03-05,Kern,35.833333333333336
2021-03-05,Kings,66.75
2021-03-05,Merced,25.0
2021-03-05,San Joaquin,31.333333333333332
2021-03-05,Stanislaus,37.0
2021-03-05,Tulare,52.0
2021-03-06,Fresno,9.0
2021-03-06,Kern,36.0
2021-03-06,Kings,28.0
2021-03-06,San Joaquin,5.666666666666667
2021-03-06,Stanislaus,12.0
2021-03-06,Tulare,37.0
2021-03-07,Fresno,10.666666666666666
2021-03-07,Kern,18.6
2021-03-07,Kings,20.0
2021-03-07,San Joaquin,6.0
2021-03-07,Stanislaus,13.0
2021-03-07,Tulare,22.0
2021-03-08,Fresno,20.333333333333332
2021-03-08,Kern,21.0
2021-03-08,Kings,30.0
2021-03-08,San Joaquin,18.666666666666668
2021-03-08,Stanislaus,23.0
2021-03-08,Tulare,28.0
2021-03-09,Fresno,20.333333333333332
2021-03-09,Kern,15.2
2021-03-09,Kings,21.333333333333332
2021-03-09,Madera,17.0
2021-03-09,San Joaquin,14.0
2021-03-09,Stanislaus,21.0
2021-03-09,Tulare,21.0
2021-03-10,Fresno,4.0
2021-03-10,Kern,4.6
2021-03-10,Kings,7.333333333333333
2021-03-10,Madera,4.0
2021-03-10,San Joaquin,6.0
2021-03-10,Stanislaus,10.0
2021-03-10,Tulare,6.0
2021-03-11,Fresno,4.4
2021-03-11,Kern,4.833333333333333
2021-03-11,Kings,7.25
2021-03-11,Madera,5.0
2021-03-11,Merced,7.0
2021-03-11,San Joaquin,8.5
2021-03-11,Stanislaus,10.5
2021-03-11,Tulare,7.0
2021-03-12,Fresno,12.25
2021-03-12,Kern,7.4
2021-03-12,Kings,17.0
2021-03-12,Madera,12.0
2021-03-12,San Joaquin,16.0
2021-03-12,Stanislaus,25.0
2021-03-12,Tulare,16.0
2021-03-13,Fresno,13.0
2021-03-13,Kern,11.6
2021-03-13,Kings,24.333333333333332
2021-03-13,Madera,13.0
2021-03-13,San Joaquin,16.5
2021-03-13,Stanislaus,20.0
2021-03-13,Tulare,20.0
2021-03-14,Fresno,13.333333333333334
2021-03-14,Kern,13.6
2021-03-14,Kings,15.0
2021-03-14,Madera,13.0
2021-03-14,San Joaquin,8.5
2021-03-14,Stanislaus,13.0
2021-03-14,Tulare,25.0
2021-03-15,Fresno,2.6666666666666665
2021-03-15,Kern,12.0
2021-03-15,Kings,4.666666666666667
2021-03-15,Madera,5.0
2021-03-15,San Joaquin,5.5
2021-03-15,Stanislaus,11.0
2021-03-15,Tulare,5.0
2021-03-16,Fresno,9.666666666666666
2021-03-16,Kern,6.2
2021-03-16,Kings,11.666666666666666
2021-03-16,Madera,7.0
2021-03-16,San Joaquin,11.0
2021-03-16,Stanislaus,19.0
2021-03-16,Tulare,11.0
2021-03-17,Fresno,17.5
2021-03-17,Kern,16.0
2021-03-17,Kings,23.0
2021-03-17,Madera,12.0
2021-03-17,Merced,14.0
2021-03-17,San Joaquin,21.5
2021-03-17,Stanislaus,23.0
2021-03-17,Tulare,22.0
2021-03-18,Fresno,19.666666666666668
2021-03-18,Kern,17.6
2021-03-18,Kings,25.333333333333332
2021-03-18,Madera,17.0
2021-03-18,San Joaquin,15.0
2021-03-18,Stanislaus,22.0
2021-03-18,Tulare,18.0
2021-03-19,Fresno,8.666666666666666
2021-03-19,Kern,10.2
2021-03-19,Kings,12.333333333333334
2021-03-19,Madera,11.0
2021-03-19,San Joaquin,11.0
2021-03-19,Stanislaus,16.0
2021-03-19,Tulare,13.0
2021-03-20,Fresno,6.333333333333333
2021-03-20,Kern,7.8
2021-03-20,Kings,9.666666666666666
2021-03-20,Madera,8.0
2021-03-20,San Joaquin,9.0
2021-03-20,Stanislaus,14.0
2021-03-20,Tulare,10.0
2021-03-21,Fresno,8.333333333333334
2021-03-21,Kern,8.6
2021-03-21,Kings,11.333333333333334
2021-03-21,Madera,13.0
2021-03-21,San Joaquin,5.333333333333333
2021-03-21,Stanislaus,12.0
2021-03-21,Tulare,13.0
2021-03-22,Fresno,13.333333333333334
2021-03-22,Kern,13.4
2021-03-22,Kings,16.333333333333332
2021-03-22,Madera,13.0
2021-03-22,San Joaquin,15.333333333333334
2021-03-22,Stanislaus,23.0
2021-03-22,Tulare,19.0
2021-03-23,Fresno,46.833333333333336
2021-03-23,Kern,19.333333333333332
2021-03-23,Kings,33.0
2021-03-23,Madera,21.0
2021-03-23,Merced,18.0
2021-03-23,San Joaquin,23.333333333333332
2021-03-23,Stanislaus,23.5
2021-03-23,Tulare,15.0
2021-03-24,Fresno,35.666666666666664
2021-03-24,Kern,20.8
2021-03-24,Kings,34.666666666666664
2021-03-24,Madera,24.0
2021-03-24,San Joaquin,13.333333333333334
2021-03-24,Stanislaus,19.0
2021-03-24,Tulare,26.0
2021-03-25,Fresno,15.666666666666666
2021-03-25,Kern,24.6
2021-03-25,Kings,26.333333333333332
2021-03-25,Madera,14.0
2021-03-25,San Joaquin,13.0
2021-03-25,Stanislaus,24.0
2021-03-25,Tulare,24.0
2021-03-26,Fresno,23.0
2021-03-26,Kern,16.4
2021-03-26,Kings,28.333333333333332
2021-03-26,Madera,19.0
2021-03-26,San Joaquin,16.333333333333332
2021-03-26,Stanislaus,19.0
2021-03-26,Tulare,26.0
2021-03-27,Fresno,19.666666666666668
2021-03-27,Kern,17.6
2021-03-27,Kings,33.333333333333336
2021-03-27,Madera,16.0
2021-03-27,San Joaquin,17.333333333333332
2021-03-27,Stanislaus,26.0
2021-03-27,Tulare,26.0
2021-03-28,Fresno,18.0
2021-03-28,Kern,16.0
2021-03-28,Kings,30.0
2021-03-28,Madera,18.0
2021-03-28,San Joaquin,14.0
2021-03-28,Stanislaus,24.0
2021-03-28,Tulare,24.0
2021-03-29,Fresno,27.666666666666668
2021-03-29,Kern,28.333333333333332
2021-03-29,Kings,30.0
2021-03-29,Madera,28.0
2021-03-29,Merced,26.0
2021-03-29,San Joaquin,28.333333333333332
2021-03-29,Stanislaus,27.5
2021-03-29,Tulare,30.0
2021-03-30,Fresno,36.666666666666664
2021-03-30,Kern,34.8
2021-03-30,Kings,36.666666666666664
2021-03-30,Madera,24.0
2021-03-30,San Joaquin,32.333333333333336
2021-03-30,Stanislaus,34.0
2021-03-30,Tulare,34.0
2021-03-31,Fresno,34.0
2021-03-31,Kern,26.4
2021-03-31,Kings,49.333333333333336
2021-03-31,Madera,35.0
2021-03-31,San Joaquin,45.0
2021-03-31,Stanislaus,48.0
2021-03-31,Tulare,40.0
2021-04-01,Fresno,32.0
2021-04-01,Kern,27.0
2021-04-01,Kings,51.0
2021-04-01,Madera,32.0
2021-04-01,San Joaquin,46.666666666666664
2021-04-01,Stanislaus,40.0
2021-04-01,Tulare,38.0
2021-04-02,Fresno,32.5
2021-04-02,Kern,32.4
2021-04-02,Kings,52.5
2021-04-02,Madera,35.0
2021-04-02,San Joaquin,77.0
2021-04-02,Stanislaus,46.0
2021-04-02,Tulare,46.0
2021-04-03,Fresno,32.5
2021-04-03,Kern,28.4
2021-04-03,Kings,43.0
2021-04-03,Madera,35.0
2021-04-03,San Joaquin,23.333333333333332
2021-04-03,Stanislaus,32.0
2021-04-03,Tulare,43.0
2021-04-04,Fresno,22.4
2021-04-04,Kern,22.2
2021-04-04,Kings,31.333333333333332
2021-04-04,Madera,22.0
2021-04-04,Merced,19.0
2021-04-04,San Joaquin,15.333333333333334
2021-04-04,Stanislaus,21.0
2021-04-04,Tulare,32.0
2021-04-05,Fresno,19.5
2021-04-05,Kern,31.2
2021-04-05,Kings,35.5
2021-04-05,Madera,24.0
2021-04-05,San Joaquin,16.0
2021-04-05,Stanislaus,22.0
2021-04-05,Tulare,34.0
2021-04-06,Fresno,25.333333333333332
2021-04-06,Kern,26.8
2021-04-06,Kings,34.333333333333336
2021-04-06,Madera,27.0
2021-04-06,San Joaquin,25.333333333333332
2021-04-06,Stanislaus,30.0
2021-04-06,Tulare,33.0
2021-04-07,Fresno,30.333333333333332
2021-04-07,Kern,31.5
2021-04-07,Kings,45.333333333333336
2021-04-07,Madera,36.0
2021-04-07,San Joaquin,28.0
2021-04-07,Stanislaus,30.0
2021-04-07,Tulare,44.0
2021-04-08,Fresno,26.0
2021-04-08,Kern,31.0
2021-04-08,Kings,41.666666666666664
2021-04-08,Madera,30.0
2021-04-08,San Joaquin,22.0
2021-04-08,Stanislaus,26.0
2021-04-08,Tulare,39.0
2021-04-09,Fresno,31.0
2021-04-09,Kern,29.6
2021-04-09,Kings,37.0
2021-04-09,Madera,30.0
2021-04-09,San Joaquin,31.666666666666668
2021-04-09,Stanislaus,27.0
2021-04-09,Tulare,43.0
2021-04-10,Fresno,26.833333333333332
2021-04-10,Kern,27.0
2021-04-10,Kings,48.5
2021-04-10,Madera,33.0
2021-04-10,Merced,26.0
2021-04-10,San Joaquin,22.333333333333332
2021-04-10,Stanislaus,27.0
2021-04-10,Tulare,36.0
2021-04-11,Fresno,26.666666666666668
2021-04-11,Kern,25.6
2021-04-11,Kings,40.333333333333336
2021-04-11,Madera,30.0
2021-04-11,San Joaquin,20.666666666666668
2021-04-11,Stanislaus,26.0
2021-04-11,Tulare,35.0
2021-04-12,Fresno,35.333333333333336
2021-04-12,Kern,31.6
2021-04-12,Kings,42.0
2021-04-12,Madera,36.0
2021-04-12,San Joaquin,36.666666666666664
2021-04-12,Stanislaus,41.0
2021-04-12,Tulare,43.0
2021-04-13,Fresno,43.0
2021-04-13,Kern,50.2
2021-04-13,Kings,60.666666666666664
2021-04-13,Madera,43.0
2021-04-13,San Joaquin,38.333333333333336
2021-04-13,Stanislaus,37.0
2021-04-13,Tulare,56.0
2021-04-14,Fresno,31.666666666666668
2021-04-14,Kern,29.4
2021-04-14,Kings,49.666666666666664
2021-04-14,Madera,35.0
2021-04-14,San Joaquin,36.0
2021-04-14,Stanislaus,39.0
2021-04-14,Tulare,44.0
2021-04-15,Fresno,35.333333333333336
2021-04-15,Kern,30.6
2021-04-15,Kings,44.333333333333336
2021-04-15,Madera,35.0
2021-04-15,San Joaquin,33.0
2021-04-15,Stanislaus,36.0
2021-04-15,Tulare,42.0
2021-04-16,Fresno,34.666666666666664
2021-04-16,Kern,35.666666666666664
2021-04-16,Kings,43.0
2021-04-16,Madera,38.0
2021-04-16,Merced,34.0
2021-04-16,San Joaquin,34.333333333333336
2021-04-16,Stanislaus,34.0
2021-04-16,Tulare,49.0
2021-04-17,Fresno,30.666666666666668
2021-04-17,Kern,26.2
2021-04-17,Kings,43.5
2021-04-17,Madera,31.0
2021-04-17,San Joaquin,29.333333333333332
2021-04-17,Stanislaus,30.0
2021-04-17,Tulare,39.0
2021-04-18,Fresno,20.0
2021-04-18,Kern,19.2
2021-04-18,Kings,35.5
2021-04-18,Madera,24.0
2021-04-18,San Joaquin,18.666666666666668
2021-04-18,Stanislaus,24.0
2021-04-18,Tulare,37.0
2021-04-19,Fresno,32.666666666666664
2021-04-19,Kern,29.8
2021-04-19,Kings,42.5
2021-04-19,Madera,35.0
2021-04-19,San Joaquin,33.666666666666664
2021-04-19,Stanislaus,34.0
2021-04-19,Tulare,45.0
2021-04-20,Fresno,46.666666666666664
2021-04-20,Kern,36.2
2021-04-20,Kings,48.0
2021-04-20,Madera,50.0
2021-04-20,San Joaquin,59.333333333333336
2021-04-20,Stanislaus,43.0
2021-04-20,Tulare,56.0
2021-04-21,Fresno,30.0
2021-04-21,Kern,31.8
2021-04-21,Kings,45.0
2021-04-21,Madera,38.0
2021-04-21,San Joaquin,34.333333333333336
2021-04-21,Stanislaus,36.0
2021-04-21,Tulare,45.0
2021-04-22,Fresno,42.833333333333336
2021-04-22,Kern,35.666666666666664
2021-04-22,Kings,43.666666666666664
2021-04-22,Madera,39.0
2021-04-22,Merced,37.0
2021-04-22,San Joaquin,36.666666666666664
2021-04-22,Stanislaus,36.5
2021-04-22,Tulare,49.0
2021-04-23,Fresno,38.333333333333336
2021-04-23,Kern,27.4
2021-04-23,Kings,41.0
2021-04-23,Madera,33.0
2021-04-23,San Joaquin,30.0
2021-04-23,Stanislaus,32.0
2021-04-23,Tulare,43.0
2021-04-24,Fresno,22.333333333333332
2021-04-24,Kern,27.2
2021-04-24,Kings,35.0
2021-04-24,Madera,24.0
2021-04-24,San Joaquin,12.666666666666666
2021-04-24,Stanislaus,20.0
2021-04-24,Tulare,35.0
2021-04-25,Fresno,9.333333333333334
2021-04-25,Kern,9.6
2021-04-25,Kings,12.333333333333334
2021-04-25,Madera,7.0
2021-04-25,San Joaquin,6.0
2021-04-25,Stanislaus,14.0
2021-04-25,Tulare,19.0
2021-04-26,Fresno,9.333333333333334
2021-04-26,Kern,4.6
2021-04-26,Kings,11.666666666666666
2021-04-26,Madera,12.0
2021-04-26,San Joaquin,9.666666666666666
2021-04-26,Stanislaus,15.0
2021-04-26,Tulare,12.0
2021-04-27,Fresno,15.333333333333334
2021-04-27,Kern,12.4
2021-04-27,Kings,24.333333333333332
2021-04-27,Madera,22.0
2021-04-27,San Joaquin,17.666666666666668
2021-04-27,Stanislaus,23.0
2021-04-27,Tulare,19.0
2021-04-28,Fresno,29.0
2021-04-28,Kern,18.666666666666668
2021-04-28,Kings,35.0
2021-04-28,Madera,29.0
2021-04-28,Merced,30.0
2021-04-28,San Joaquin,20.333333333333332
2021-04-28,Stanislaus,25.0
2021-04-28,Tulare,27.0
2021-04-29,Fresno,34.5
2021-04-29,Kern,24.4
2021-04-29,Kings,52.666666666666664
2021-04-29,Madera,37.0
2021-04-29,San Joaquin,25.0
2021-04-29,Stanislaus,33.0
2021-04-29,Tulare,39.0
2021-04-30,Fresno,37.5
2021-04-30,Kern,31.6
2021-04-30,Kings,52.666666666666664
2021-04-30,Madera,39.0
2021-04-30,San Joaquin,29.0
2021-04-30,Stanislaus,31.0
2021-04-30,Tulare,50.0
2021-05-01,Fresno,25.0
2021-05-01,Kern,49.6
2021-05-01,Kings,42.333333333333336
2021-05-01,Madera,32.0
2021-05-01,San Joaquin,52.0
2021-05-01,Stanislaus,25.0
2021-05-01,Tulare,37.0
2021-05-02,Fresno,31.0
2021-05-02,Kern,33.0
2021-05-02,Kings,62.333333333333336
2021-05-02,Madera,39.0
2021-05-02,San Joaquin,38.666666666666664
2021-05-02,Stanislaus,41.0
2021-05-02,Tulare,40.0
2021-05-03,Fresno,41.5
2021-05-03,Kern,31.8
2021-05-03,Kings,55.666666666666664
2021-05-03,Madera,39.0
2021-05-03,San Joaquin,38.0
2021-05-03,Stanislaus,41.0
2021-05-03,Tulare,46.0
2021-05-04,Fresno,48.666666666666664
2021-05-04,Kern,36.5
2021-05-04,Kings,59.5
2021-05-04,Madera,39.0
2021-05-04,Merced,37.0
2021-05-04,San Joaquin,24.666666666666668
2021-05-04,Stanislaus,31.0
2021-05-04,Tulare,55.0
2021-05-05,Fresno,44.666666666666664
2021-05-05,Kern,33.2
2021-05-05,Kings,51.333333333333336
2021-05-05,Madera,61.0
2021-05-05,San Joaquin,32.333333333333336
2021-05-05,Stanislaus,34.0
2021-05-05,Tulare,50.0
2021-05-06,Fresno,33.333333333333336
2021-05-06,Kern,38.6
2021-05-06,Kings,72.33333333333333
2021-05-06,Madera,42.0
2021-05-06,San Joaquin,43.666666666666664
2021-05-06,Stanislaus,30.0
2021-05-06,Tulare,52.0
2021-05-07,Fresno,28.333333333333332
2021-05-07,Kern,45.0
2021-05-07,Kings,40.0
2021-05-07,Madera,29.0
2021-05-07,San Joaquin,22.0
2021-05-07,Stanislaus,30.0
2021-05-07,Tulare,36.0
2021-05-08,Fresno,39.333333333333336
2021-05-08,Kern,34.8
2021-05-08,Kings,67.0
2021-05-08,Madera,48.0
2021-05-08,San Joaquin,59.666666666666664
2021-05-08,Stanislaus,61.0
2021-05-08,Tulare,42.0
2021-05-09,Fresno,35.333333333333336
2021-05-09,Kern,29.4
2021-05-09,Kings,53.0
2021-05-09,Madera,36.0
2021-05-09,San Joaquin,18.0
2021-05-09,Stanislaus,24.0
2021-05-09,Tulare,41.0
2021-05-10,Fresno,36.166666666666664
2021-05-10,Kern,33.5
2021-05-10,Kings,51.0
2021-05-10,Madera,37.0
2021-05-10,Merced,34.0
2021-05-10,San Joaquin,30.666666666666668
2021-05-10,Stanislaus,36.0
2021-05-10,Tulare,46.0
2021-05-11,Fresno,38.0
2021-05-11,Kern,37.2
2021-05-11,Kings,51.666666666666664
2021-05-11,Madera,40.0
2021-05-11,San Joaquin,30.666666666666668
2021-05-11,Stanislaus,43.0
2021-05-11,Tulare,52.0
2021-05-12,Fresno,42.0
2021-05-12,Kern,35.4
2021-05-12,Kings,57.666666666666664
2021-05-12,Madera,89.0
2021-05-12,San Joaquin,33.333333333333336
2021-05-12,Stanislaus,37.0
2021-05-12,Tulare,57.0
2021-05-13,Fresno,45.333333333333336
2021-05-13,Kern,41.2
2021-05-13,Kings,55.0
2021-05-13,Madera,47.0
2021-05-13,San Joaquin,27.0
2021-05-13,Stanislaus,31.0
2021-05-13,Tulare,60.0
2021-05-14,Fresno,47.666666666666664
2021-05-14,Kern,34.2
2021-05-14,Kings,44.333333333333336
2021-05-14,Madera,44.0
2021-05-14,San Joaquin,44.333333333333336
2021-05-14,Stanislaus,34.0
2021-05-14,Tulare,54.0
2021-05-15,Fresno,24.666666666666668
2021-05-15,Kern,33.8
2021-05-15,Kings,39.666666666666664
2021-05-15,Madera,22.0
2021-05-15,San Joaquin,18.666666666666668
2021-05-15,Stanislaus,30.0
2021-05-15,Tulare,42.0
2021-05-16,Fresno,21.0
2021-05-16,Kern,21.0
2021-05-16,Kings,35.0
2021-05-16,Madera,18.0
2021-05-16,Merced,14.0
2021-05-16,San Joaquin,14.666666666666666
2021-05-16,Stanislaus,25.0
2021-05-16,Tulare,31.0
2021-05-17,Fresno,33.333333333333336
2021-05-17,Kern,31.0
2021-05-17,Kings,42.333333333333336
2021-05-17,Madera,31.0
2021-05-17,San Joaquin,19.666666666666668
2021-05-17,Stanislaus,24.0
2021-05-17,Tulare,46.0
2021-05-18,Fresno,39.666666666666664
2021-05-18,Kern,38.4
2021-05-18,Kings,50.666666666666664
2021-05-18,Madera,42.0
2021-05-18,San Joaquin,46.666666666666664
2021-05-18,Stanislaus,33.0
2021-05-18,Tulare,54.0
2021-05-19,Fresno,47.333333333333336
2021-05-19,Kern,41.8
2021-05-19,Kings,51.666666666666664
2021-05-19,Madera,50.0
2021-05-19,San Joaquin,81.33333333333333
2021-05-19,Stanislaus,39.0
2021-05-19,Tulare,71.0
2021-05-20,Fresno,43.666666666666664
2021-05-20,Kern,81.8
2021-05-20,Kings,104.66666666666667
2021-05-20,Madera,56.0
2021-05-20,San Joaquin,25.333333333333332
2021-05-20,Stanislaus,32.0
2021-05-20,Tulare,69.0
2021-05-21,Fresno,27.666666666666668
2021-05-21,Kern,24.6
2021-05-21,Kings,34.0
2021-05-21,Madera,36.0
2021-05-21,San Joaquin,25.0
2021-05-21,Stanislaus,32.0
2021-05-21,Tulare,35.0
2021-05-22,Fresno,23.333333333333332
2021-05-22,Kern,21.833333333333332
2021-05-22,Kings,34.0
2021-05-22,Madera,23.0
2021-05-22,Merced,25.0
2021-05-22,San Joaquin,22.666666666666668
2021-05-22,Stanislaus,25.5
2021-05-22,Tulare,31.0
2021-05-23,Fresno,19.0
2021-05-23,Kern,17.2
2021-05-23,Kings,24.0
2021-05-23,Madera,20.0
2021-05-23,San Joaquin,14.666666666666666
2021-05-23,Stanislaus,20.0
2021-05-23,Tulare,30.0
2021-05-24,Fresno,31.333333333333332
2021-05-24,Kern,29.2
2021-05-24,Kings,40.0
2021-05-24,Madera,31.0
2021-05-24,San Joaquin,26.333333333333332
2021-05-24,Stanislaus,28.0
2021-05-24,Tulare,44.0
2021-05-25,Fresno,27.0
2021-05-25,Kern,34.6
2021-05-25,Kings,40.666666666666664
2021-05-25,Madera,31.0
2021-05-25,San Joaquin,17.0
2021-05-25,Stanislaus,23.0
2021-05-25,Tulare,38.0
2021-05-26,Fresno,35.0
2021-05-26,Kern,31.8
2021-05-26,Kings,40.666666666666664
2021-05-26,Madera,31.0
2021-05-26,San Joaquin,31.5
2021-05-26,Tulare,42.0
2021-05-27,Fresno,35.0
2021-05-27,Kern,36.2
2021-05-27,Kings,41.333333333333336
2021-05-27,Madera,36.0
2021-05-27,San Joaquin,23.5
2021-05-27,Tulare,49.0
2021-05-28,Fresno,28.833333333333332
2021-05-28,Kern,34.8
2021-05-28,Kings,50.75
2021-05-28,Madera,26.0
2021-05-28,Merced,21.0
2021-05-28,San Joaquin,22.0
2021-05-28,Stanislaus,21.5
2021-05-28,Tulare,37.0
2021-05-29,Fresno,33.666666666666664
2021-05-29,Kern,28.75
2021-05-29,Kings,40.333333333333336
2021-05-29,Madera,36.0
2021-05-29,San Joaquin,27.666666666666668
2021-05-29,Stanislaus,30.0
2021-05-29,Tulare,42.0
2021-05-30,Fresno,36.333333333333336
2021-05-30,Kern,26.5
2021-05-30,Kings,45.666666666666664
2021-05-30,Madera,33.0
2021-05-30,San Joaquin,24.333333333333332
2021-05-30,Stanislaus,32.0
2021-05-30,Tulare,39.0
2021-05-31,Fresno,39.666666666666664
2021-05-31,Kern,23.75
2021-05-31,Kings,63.0
2021-05-31,Madera,39.0
2021-05-31,San Joaquin,33.333333333333336
2021-05-31,Stanislaus,37.0
2021-05-31,Tulare,52.0
2021-06-01,Fresno,52.0
2021-06-01,Kern,24.666666666666668
2021-06-01,Kings,58.666666666666664
2021-06-01,Madera,50.0
2021-06-01,San Joaquin,37.0
2021-06-01,Stanislaus,41.0
2021-06-01,Tulare,61.0
2021-06-02,Fresno,47.666666666666664
2021-06-02,Kern,26.666666666666668
2021-06-02,Kings,56.333333333333336
2021-06-02,Madera,46.0
2021-06-02,San Joaquin,30.666666666666668
2021-06-02,Stanislaus,33.0
2021-06-02,Tulare,53.0
2021-06-03,Fresno,39.166666666666664
2021-06-03,Kern,38.666666666666664
2021-06-03,Kings,49.75
2021-06-03,Madera,38.0
2021-06-03,Merced,31.0
2021-06-03,San Joaquin,25.666666666666668
2021-06-03,Stanislaus,30.5
2021-06-03,Tulare,55.0
2021-06-04,Fresno,36.333333333333336
2021-06-04,Kern,38.4
2021-06-04,Kings,46.0
2021-06-04,Madera,33.0
2021-06-04,San Joaquin,33.0
2021-06-04,Stanislaus,29.0
2021-06-04,Tulare,52.0
2021-06-05,Fresno,32.0
2021-06-05,Kern,31.4
2021-06-05,Kings,41.333333333333336
2021-06-05,Madera,30.0
2021-06-05,San Joaquin,25.666666666666668
2021-06-05,Stanislaus,31.0
2021-06-05,Tulare,41.0
2021-06-06,Fresno,36.666666666666664
2021-06-06,Kern,29.6
2021-06-06,Kings,44.333333333333336
2021-06-06,Madera,36.0
2021-06-06,San Joaquin,32.333333333333336
2021-06-06,Stanislaus,32.0
2021-06-06,Tulare,42.0
2021-06-07,Fresno,46.666666666666664
2021-06-07,Kern,40.4
2021-06-07,Kings,48.333333333333336
2021-06-07,Madera,47.0
2021-06-07,San Joaquin,68.33333333333333
2021-06-07,Stanislaus,38.0
2021-06-07,Tulare,52.0
2021-06-08,Fresno,30.0
2021-06-08,Kern,30.2
2021-06-08,Kings,47.333333333333336
2021-06-08,Madera,28.0
2021-06-08,San Joaquin,16.0
2021-06-08,Stanislaus,25.0
2021-06-08,Tulare,41.0
2021-06-09,Fresno,31.166666666666668
2021-06-09,Kern,46.666666666666664
2021-06-09,Kings,54.0
2021-06-09,Madera,34.0
2021-06-09,Merced,19.0
2021-06-09,San Joaquin,29.333333333333332
2021-06-09,Stanislaus,24.0
2021-06-09,Tulare,55.0
2021-06-10,Fresno,24.333333333333332
2021-06-10,Kern,32.8
2021-06-10,Kings,35.666666666666664
2021-06-10,Madera,22.0
2021-06-10,San Joaquin,14.333333333333334
2021-06-10,Tulare,33.0
2021-06-11,Fresno,29.0
2021-06-11,Kern,38.6
2021-06-11,Kings,39.0
2021-06-11,Madera,21.0
2021-06-11,San Joaquin,16.666666666666668
2021-06-11,Stanislaus,21.0
2021-06-11,Tulare,37.0
2021-06-12,Fresno,19.666666666666668
2021-06-12,Kern,31.6
2021-06-12,Kings,35.333333333333336
2021-06-12,Madera,18.0
2021-06-12,San Joaquin,12.666666666666666
2021-06-12,Stanislaus,17.0
2021-06-12,Tulare,33.0
2021-06-13,Fresno,20.333333333333332
2021-06-13,Kern,25.6
2021-06-13,Kings,36.0
2021-06-13,Madera,20.0
2021-06-13,San Joaquin,11.333333333333334
2021-06-13,Stanislaus,16.0
2021-06-13,Tulare,30.0
2021-06-14,Fresno,21.666666666666668
2021-06-14,Kern,32.2
2021-06-14,Kings,43.333333333333336
2021-06-14,Madera,24.0
2021-06-14,San Joaquin,18.333333333333332
2021-06-14,Stanislaus,22.0
2021-06-14,Tulare,35.0
2021-06-15,Fresno,32.666666666666664
2021-06-15,Kern,36.666666666666664
2021-06-15,Kings,55.25
2021-06-15,Madera,36.0
2021-06-15,Merced,27.0
2021-06-15,San Joaquin,19.0
2021-06-15,Stanislaus,25.5
2021-06-15,Tulare,47.0
2021-06-16,Fresno,50.666666666666664
2021-06-16,Kern,46.8
2021-06-16,Kings,58.666666666666664
2021-06-16,Madera,45.0
2021-06-16,San Joaquin,26.666666666666668
2021-06-16,Stanislaus,36.0
2021-06-16,Tulare,61.0
2021-06-17,Fresno,53.333333333333336
2021-06-17,Kern,58.6
2021-06-17,Kings,67.0
2021-06-17,Madera,54.0
2021-06-17,San Joaquin,33.0
2021-06-17,Stanislaus,39.0
2021-06-17,Tulare,64.0
2021-06-18,Fresno,69.0
2021-06-18,Kern,47.8
2021-06-18,Kings,156.66666666666666
2021-06-18,Madera,58.0
2021-06-18,San Joaquin,42.0
2021-06-18,Stanislaus,43.0
